model,mode,image_id,level,n_persons_gt,rep,n_input,n_generated,n_think_tokens,n_answer_tokens,ttft_ms,latency_ms,decode_tps,total_tps,peak_mem_bytes,budget_hit,think_closed,termination_class,parsed_answer,parse_status,correct
qwen3vl8b,instruct,18150,L2,2,1,348,2,0,2,434.1,544.4,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,169076,L2,2,0,348,2,0,2,434.0,544.0,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,127270,L3,5,1,348,2,0,2,434.3,543.8,9.1,3.7,17659701760,False,False,complete,5,ok,True
qwen3vl8b,instruct,274066,L3,5,2,348,2,0,2,434.8,545.5,9.0,3.7,17659701760,False,False,complete,4,ok,False
qwen3vl8b,instruct,89296,L2,2,0,348,2,0,2,434.3,543.9,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,130699,L3,7,0,348,2,0,2,433.8,543.2,9.1,3.7,17659701760,False,False,complete,7,ok,True
qwen3vl8b,instruct,170613,L2,2,1,348,2,0,2,434.1,543.5,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,18150,L2,2,2,348,2,0,2,434.1,543.7,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,117425,L2,3,1,348,2,0,2,435.1,545.3,9.1,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,277020,L3,4,2,348,2,0,2,433.5,543.4,9.1,3.7,17659701760,False,False,complete,4,ok,True
qwen3vl8b,instruct,32334,L3,5,0,348,2,0,2,434.0,543.3,9.1,3.7,17659701760,False,False,complete,4,ok,False
qwen3vl8b,instruct,62355,L3,5,0,348,2,0,2,434.4,544.2,9.1,3.7,17659701760,False,False,complete,5,ok,True
qwen3vl8b,instruct,3255,L3,6,2,348,2,0,2,434.0,543.0,9.2,3.7,17659701760,False,False,complete,5,ok,False
qwen3vl8b,instruct,231580,L3,7,0,348,2,0,2,434.0,545.2,9.0,3.7,17659701760,False,False,complete,8,ok,False
qwen3vl8b,instruct,111086,L3,4,0,348,2,0,2,434.3,543.4,9.2,3.7,17659701760,False,False,complete,0,ok,False
qwen3vl8b,instruct,127270,L3,5,0,348,2,0,2,434.6,543.1,9.2,3.7,17659701760,False,False,complete,5,ok,True
qwen3vl8b,instruct,169076,L2,2,2,348,2,0,2,433.8,542.6,9.2,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,130699,L3,7,2,348,2,0,2,433.8,543.5,9.1,3.7,17659701760,False,False,complete,7,ok,True
qwen3vl8b,instruct,188296,L3,7,0,348,2,0,2,434.0,546.4,8.9,3.7,17659701760,False,False,complete,8,ok,False
qwen3vl8b,instruct,74200,L3,6,0,348,2,0,2,434.5,543.2,9.2,3.7,17659701760,False,False,complete,0,ok,False
qwen3vl8b,instruct,83172,L2,3,2,348,2,0,2,434.9,543.3,9.2,3.7,17659701760,False,False,complete,3,ok,True
qwen3vl8b,instruct,89296,L2,2,2,348,2,0,2,434.0,543.6,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,55167,L3,6,0,348,2,0,2,433.5,543.6,9.1,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,36936,L2,2,2,348,2,0,2,433.6,544.9,9.0,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,89296,L2,2,1,348,2,0,2,433.5,543.4,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,31093,L2,3,2,348,2,0,2,433.7,543.7,9.1,3.7,17659701760,False,False,complete,1,ok,False
qwen3vl8b,instruct,188296,L3,7,1,348,2,0,2,434.4,543.6,9.2,3.7,17659701760,False,False,complete,8,ok,False
qwen3vl8b,instruct,31093,L2,3,0,348,2,0,2,433.9,543.5,9.1,3.7,17659701760,False,False,complete,1,ok,False
qwen3vl8b,instruct,277020,L3,4,0,348,2,0,2,433.8,544.4,9.0,3.7,17659701760,False,False,complete,4,ok,True
qwen3vl8b,instruct,169076,L2,2,1,348,2,0,2,434.2,543.2,9.2,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,62355,L3,5,1,348,2,0,2,433.7,543.3,9.1,3.7,17659701760,False,False,complete,5,ok,True
qwen3vl8b,instruct,83172,L2,3,0,348,2,0,2,434.2,544.2,9.1,3.7,17659701760,False,False,complete,3,ok,True
qwen3vl8b,instruct,36539,L2,2,0,348,2,0,2,433.8,543.4,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,173799,L2,2,0,348,2,0,2,433.5,543.8,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,114049,L3,6,2,348,2,0,2,434.5,544.0,9.1,3.7,17659701760,False,False,complete,7,ok,False
qwen3vl8b,instruct,231580,L3,7,1,348,2,0,2,433.9,543.6,9.1,3.7,17659701760,False,False,complete,8,ok,False
qwen3vl8b,instruct,274066,L3,5,1,348,2,0,2,433.4,543.6,9.1,3.7,17659701760,False,False,complete,4,ok,False
qwen3vl8b,instruct,173799,L2,2,1,348,2,0,2,433.4,542.8,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,154087,L3,4,1,348,2,0,2,434.3,543.8,9.1,3.7,17659701760,False,False,complete,5,ok,False
qwen3vl8b,instruct,36539,L2,2,1,348,2,0,2,435.1,544.8,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,173799,L2,2,2,348,2,0,2,434.8,544.9,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,2006,L2,3,0,348,2,0,2,433.4,543.7,9.1,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,36539,L2,2,2,348,2,0,2,434.2,544.1,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,32334,L3,5,1,348,2,0,2,434.0,543.8,9.1,3.7,17659701760,False,False,complete,4,ok,False
qwen3vl8b,instruct,111086,L3,4,2,348,2,0,2,436.4,544.8,9.2,3.7,17659701760,False,False,complete,0,ok,False
qwen3vl8b,instruct,180487,L2,2,2,348,2,0,2,433.4,544.1,9.0,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,36936,L2,2,1,348,2,0,2,434.3,543.5,9.2,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,31093,L2,3,1,348,2,0,2,434.4,544.4,9.1,3.7,17659701760,False,False,complete,1,ok,False
qwen3vl8b,instruct,2006,L2,3,2,348,2,0,2,435.2,543.9,9.2,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,170613,L2,2,2,348,2,0,2,436.8,545.4,9.2,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,25386,L2,3,0,348,2,0,2,434.4,543.5,9.2,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,25386,L2,3,2,348,2,0,2,434.6,543.8,9.1,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,180487,L2,2,0,348,2,0,2,433.7,544.2,9.0,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,274066,L3,5,0,348,2,0,2,434.1,543.7,9.1,3.7,17659701760,False,False,complete,4,ok,False
qwen3vl8b,instruct,3255,L3,6,1,348,2,0,2,434.9,544.5,9.1,3.7,17659701760,False,False,complete,5,ok,False
qwen3vl8b,instruct,201426,L2,2,0,348,2,0,2,433.9,543.4,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,170613,L2,2,0,348,2,0,2,433.7,543.9,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,111086,L3,4,1,348,2,0,2,433.6,543.7,9.1,3.7,17659701760,False,False,complete,0,ok,False
qwen3vl8b,instruct,74200,L3,6,2,348,2,0,2,434.1,544.1,9.1,3.7,17659701760,False,False,complete,0,ok,False
qwen3vl8b,instruct,117425,L2,3,0,348,2,0,2,433.5,544.6,9.0,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,2006,L2,3,1,348,2,0,2,434.0,543.9,9.1,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,114049,L3,6,0,348,2,0,2,433.6,543.7,9.1,3.7,17659701760,False,False,complete,7,ok,False
qwen3vl8b,instruct,55167,L3,6,1,348,2,0,2,433.8,544.5,9.0,3.7,17659701760,False,False,complete,2,ok,False
qwen3vl8b,instruct,74200,L3,6,1,348,2,0,2,433.8,543.9,9.1,3.7,17659701760,False,False,complete,0,ok,False
qwen3vl8b,instruct,180487,L2,2,1,348,2,0,2,434.3,548.9,8.7,3.6,17659701760,False,False,complete,2,ok,True
qwen3vl8b,instruct,127270,L3,5,2,348,2,0,2,433.9,543.6,9.1,3.7,17659701760,False,False,complete,5,ok,True
qwen3vl8b,instruct,201426,L2,2,1,348,2,0,2,434.3,543.9,9.1,3.7,17659701760,False,False,complete,2,ok,True
qwen3vl8b_t,thinking,31093,L2,3,1,350,693,689,1,434.7,75423.3,9.2,9.2,17708512768,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,130699,L3,7,0,350,481,477,1,433.7,52495.5,9.2,9.2,17679729152,False,True,complete,6,ok,False
qwen3vl8b_t,thinking,55167,L3,6,1,350,8192,8192,0,434.4,936917.4,8.7,8.7,18829915136,True,False,non_termination,3,no_think_tag,False
qwen3vl8b_t,thinking,18150,L2,2,1,350,72,68,1,434.5,7981.4,9.4,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,117425,L2,3,1,350,104,100,1,434.2,11374.0,9.4,9.1,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,170613,L2,2,2,350,65,61,1,434.5,7260.7,9.4,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,3255,L3,6,2,350,78,74,1,434.6,8648.2,9.4,9.0,17659805184,False,True,complete,5,ok,False
qwen3vl8b_t,thinking,127270,L3,5,0,350,408,404,1,434.1,43782.3,9.4,9.3,17667706368,False,True,complete,5,ok,True
qwen3vl8b_t,thinking,114049,L3,6,0,350,8192,8192,0,434.5,931606.3,8.8,8.8,18829915136,True,False,non_termination,3,no_think_tag,False
qwen3vl8b_t,thinking,169076,L2,2,1,350,64,60,1,433.8,7098.9,9.5,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,74200,L3,6,2,350,212,208,1,436.3,22756.4,9.5,9.3,17659805184,False,True,complete,1,ok,False
qwen3vl8b_t,thinking,2006,L2,3,1,350,97,93,1,434.3,10593.0,9.5,9.2,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,74200,L3,6,0,350,212,208,1,434.1,22815.9,9.4,9.3,17659805184,False,True,complete,1,ok,False
qwen3vl8b_t,thinking,83172,L2,3,2,350,94,90,1,437.9,10313.3,9.4,9.1,17659805184,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,18150,L2,2,0,350,72,68,1,435.3,7974.7,9.4,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,31093,L2,3,2,350,693,689,1,434.1,73862.7,9.4,9.4,17708717568,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,74200,L3,6,1,350,212,208,1,435.9,22832.2,9.4,9.3,17659805184,False,True,complete,1,ok,False
qwen3vl8b_t,thinking,62355,L3,5,2,350,1318,1314,1,436.9,140160.8,9.4,9.4,17801840640,False,True,complete,5,ok,True
qwen3vl8b_t,thinking,55167,L3,6,0,350,8192,8192,0,433.9,931623.1,8.8,8.8,18829915136,True,False,non_termination,3,no_think_tag,False
qwen3vl8b_t,thinking,117425,L2,3,2,350,104,100,1,434.6,11305.7,9.5,9.2,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,277020,L3,4,0,350,136,132,1,434.0,14694.3,9.5,9.3,17659805184,False,True,complete,4,ok,True
qwen3vl8b_t,thinking,70739,L2,3,1,350,204,200,1,435.2,21881.9,9.5,9.3,17659805184,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,169076,L2,2,2,350,64,60,1,434.5,7089.0,9.5,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,130699,L3,7,2,350,481,477,1,434.1,51102.7,9.5,9.4,17683509760,False,True,complete,6,ok,False
qwen3vl8b_t,thinking,180487,L2,2,2,350,99,95,1,433.9,10791.0,9.5,9.2,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,274066,L3,5,0,350,111,107,1,433.6,12044.0,9.5,9.2,17659805184,False,True,complete,4,ok,False
qwen3vl8b_t,thinking,114049,L3,6,2,350,8192,8192,0,434.6,931358.0,8.8,8.8,18829915136,True,False,non_termination,3,no_think_tag,False
qwen3vl8b_t,thinking,32334,L3,5,2,350,807,803,1,437.7,85730.6,9.4,9.4,17736730112,False,True,complete,4,ok,False
qwen3vl8b_t,thinking,62355,L3,5,1,350,1318,1314,1,433.9,140140.1,9.4,9.4,17801840640,False,True,complete,5,ok,True
qwen3vl8b_t,thinking,89296,L2,2,1,350,83,79,1,433.3,9129.8,9.4,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,32334,L3,5,1,350,807,803,1,434.0,85963.9,9.4,9.4,17736730112,False,True,complete,4,ok,False
qwen3vl8b_t,thinking,62355,L3,5,0,350,1318,1314,1,434.3,140087.2,9.4,9.4,17801840640,False,True,complete,5,ok,True
qwen3vl8b_t,thinking,36936,L2,2,0,350,90,86,1,434.3,9867.5,9.4,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,70739,L2,3,2,350,204,200,1,433.4,21929.4,9.4,9.3,17659805184,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,89296,L2,2,2,350,83,79,1,434.3,9123.1,9.4,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,169076,L2,2,0,350,64,60,1,434.3,7103.1,9.4,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,154087,L3,4,2,350,119,115,1,434.5,12927.0,9.4,9.2,17659805184,False,True,complete,4,ok,True
qwen3vl8b_t,thinking,2006,L2,3,0,350,97,93,1,433.7,10595.8,9.4,9.2,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,70739,L2,3,0,350,204,200,1,434.1,21929.3,9.4,9.3,17659805184,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,274066,L3,5,2,350,111,107,1,434.8,12093.9,9.4,9.2,17659805184,False,True,complete,4,ok,False
qwen3vl8b_t,thinking,2006,L2,3,2,350,97,93,1,433.3,10576.1,9.5,9.2,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,18150,L2,2,2,350,72,68,1,433.9,7932.0,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,231580,L3,7,0,350,605,601,1,434.2,64219.3,9.5,9.4,17706279936,False,True,complete,7,ok,True
qwen3vl8b_t,thinking,36539,L2,2,2,350,78,74,1,434.3,8587.1,9.4,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,1761,L3,5,0,350,165,161,1,434.2,17797.6,9.4,9.3,17659805184,False,True,complete,0,ok,False
qwen3vl8b_t,thinking,1761,L3,5,1,350,165,161,1,433.1,17800.1,9.4,9.3,17659805184,False,True,complete,0,ok,False
qwen3vl8b_t,thinking,154087,L3,4,0,350,119,115,1,433.3,12944.4,9.4,9.2,17659805184,False,True,complete,4,ok,True
qwen3vl8b_t,thinking,201426,L2,2,1,350,83,79,1,433.5,9114.2,9.4,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,3255,L3,6,0,350,78,74,1,436.9,8559.6,9.5,9.1,17659805184,False,True,complete,5,ok,False
qwen3vl8b_t,thinking,127270,L3,5,2,350,408,404,1,433.4,43382.3,9.5,9.4,17667706368,False,True,complete,5,ok,True
qwen3vl8b_t,thinking,25386,L2,3,2,350,62,58,1,434.8,6890.2,9.4,9.0,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,83172,L2,3,1,350,94,90,1,433.1,10278.5,9.4,9.1,17659805184,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,130699,L3,7,1,350,481,477,1,434.7,51233.1,9.4,9.4,17683509760,False,True,complete,6,ok,False
qwen3vl8b_t,thinking,114049,L3,6,1,350,8192,8192,0,433.7,931678.7,8.8,8.8,18829915136,True,False,non_termination,3,no_think_tag,False
qwen3vl8b_t,thinking,1761,L3,5,2,350,165,161,1,435.7,17813.4,9.4,9.3,17659805184,False,True,complete,0,ok,False
qwen3vl8b_t,thinking,111086,L3,4,2,350,139,135,1,434.2,15046.4,9.4,9.2,17659805184,False,True,complete,0,ok,False
qwen3vl8b_t,thinking,117425,L2,3,0,350,104,100,1,434.2,11319.6,9.5,9.2,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,188296,L3,7,0,350,1027,1023,1,433.7,108808.0,9.5,9.4,17758317568,False,True,complete,6,ok,False
qwen3vl8b_t,thinking,36936,L2,2,1,350,90,86,1,433.8,9836.0,9.5,9.2,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,36936,L2,2,2,350,90,86,1,433.4,9836.1,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,277020,L3,4,2,350,136,132,1,433.8,14702.7,9.5,9.3,17659805184,False,True,complete,4,ok,True
qwen3vl8b_t,thinking,36539,L2,2,0,350,78,74,1,433.1,8559.5,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,55167,L3,6,2,350,8192,8192,0,433.5,931505.4,8.8,8.8,18829915136,True,False,non_termination,3,no_think_tag,False
qwen3vl8b_t,thinking,127270,L3,5,1,350,408,404,1,434.8,43415.3,9.5,9.4,17667706368,False,True,complete,5,ok,True
qwen3vl8b_t,thinking,201426,L2,2,2,350,83,79,1,434.6,9085.7,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,111086,L3,4,1,350,139,135,1,438.0,15049.9,9.4,9.2,17659805184,False,True,complete,0,ok,False
qwen3vl8b_t,thinking,32334,L3,5,0,350,807,803,1,437.5,85903.2,9.4,9.4,17736730112,False,True,complete,4,ok,False
qwen3vl8b_t,thinking,277020,L3,4,1,350,136,132,1,434.2,14718.1,9.5,9.2,17659805184,False,True,complete,4,ok,True
qwen3vl8b_t,thinking,180487,L2,2,1,350,99,95,1,433.3,10810.6,9.4,9.2,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,83172,L2,3,0,350,94,90,1,434.3,10279.6,9.4,9.1,17659805184,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,188296,L3,7,1,350,1027,1023,1,437.4,109100.5,9.4,9.4,17758317568,False,True,complete,6,ok,False
qwen3vl8b_t,thinking,173799,L2,2,0,350,86,82,1,434.1,9430.8,9.4,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,154087,L3,4,1,350,119,115,1,435.2,12921.8,9.5,9.2,17659805184,False,True,complete,4,ok,True
qwen3vl8b_t,thinking,170613,L2,2,0,350,65,61,1,434.9,7217.7,9.4,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,89296,L2,2,0,350,83,79,1,434.2,9101.3,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,231580,L3,7,1,350,605,601,1,435.0,64247.7,9.5,9.4,17706279936,False,True,complete,7,ok,True
qwen3vl8b_t,thinking,31093,L2,3,0,350,693,689,1,433.3,73560.1,9.5,9.4,17708717568,False,True,complete,3,ok,True
qwen3vl8b_t,thinking,170613,L2,2,1,350,65,61,1,437.7,7191.7,9.5,9.0,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,274066,L3,5,1,350,111,107,1,433.9,12058.4,9.5,9.2,17659805184,False,True,complete,4,ok,False
qwen3vl8b_t,thinking,201426,L2,2,0,350,83,79,1,434.1,9105.4,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,188296,L3,7,2,350,1027,1023,1,432.9,109022.7,9.4,9.4,17758317568,False,True,complete,6,ok,False
qwen3vl8b_t,thinking,173799,L2,2,2,350,86,82,1,433.6,9430.0,9.4,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,25386,L2,3,1,350,62,58,1,434.0,6886.5,9.5,9.0,17659805184,False,True,complete,2,ok,False
qwen3vl8b_t,thinking,173799,L2,2,1,350,86,82,1,434.1,9409.5,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,36539,L2,2,1,350,78,74,1,433.9,8560.7,9.5,9.1,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,3255,L3,6,1,350,78,74,1,434.0,8571.7,9.5,9.1,17659805184,False,True,complete,5,ok,False
qwen3vl8b_t,thinking,180487,L2,2,0,350,99,95,1,434.3,10788.0,9.5,9.2,17659805184,False,True,complete,2,ok,True
qwen3vl8b_t,thinking,231580,L3,7,2,350,605,601,1,432.7,64192.2,9.5,9.4,17706279936,False,True,complete,7,ok,True
qwen3vl8b_t,thinking,111086,L3,4,0,350,139,135,1,434.3,15013.5,9.5,9.3,17659805184,False,True,complete,0,ok,False
qwen3vl8b_t,thinking,25386,L2,3,0,350,62,58,1,433.8,6873.3,9.5,9.0,17659805184,False,True,complete,2,ok,False
